ID	Sentence	Labels
2625	Ho incontrato gli astronomi , ed anche gli scienziati .	0
3069	Non amo le carote , preferisco il prosciutto cotto .	1
2414	Si fida dei sensi , ed anche della vista .	0
2239	Amo i granchi , ed anche il pollo .	1
4831	Amo le moto , ma non le Harley-Davidson .	1
4181	Amo le balene , eccetto i gatti .	0
4036	Amo il bacon più delle carote .	1
1937	Amo le gonne , ed anche gli animali domestici .	1
564	Amo i libri , e più specificamente il cinema .	0
2784	Non amo le Kawasakis , preferisco i treni .	1
68	Uso il PVC , e più specificamente il cotone .	0
3958	Apprezzo il jazz più dei gioielli .	1
498	Si fida del gusto , e più specificamente delle dicerie .	0
4401	Amo la musica più dei romanzi .	1
3287	Non amo i criceti , preferisco le meduse .	1
5141	Apprezzo i gioielli , ma non la techno .	1
2378	Amo le balene , ed anche i gatti .	1
5392	Amo gli aeroplani , eccetto le Kawasakis .	0
394	Amo le scarpe , e più specificamente gli orecchini .	0
4925	Amo le Harley-Davidson , eccetto le navi .	0
2925	Non amo i mobili , preferisco le sedie .	0
431	Amo i conigli , e più specificamente le giraffe .	0
5118	Apprezzo i gioielli , ma non il rock .	1
2565	Amo gli impiegati , ed anche gli uffici .	1
5273	Amo i giochi da tavolo , ma non i western .	1
872	Amo gli husky , un tipo interessante di gatto .	0
156	Apprezzo il Chianti , e più specificamente la birra .	0
1050	Amo i gioielli , un tipo interessante di gonna .	0
4012	Amo le mele più del prosciutto cotto .	1
1273	Apprezzo la techno , un tipo interessante di collana .	0
4092	Amo gli anelli , eccetto le borsette .	0
4929	Adoro le betulle , ma non gli alberi .	0
568	Amo i sussidiari , e più specificamente i dipinti .	0
2431	Si fida dei notiziari , ed anche dell' udito .	1
4467	Amo gli scienziati più dei biologi .	0
4885	Amo i vestiti , ma non i pantaloni .	1
5215	Adoro il salmone , ma non il manzo .	1
4714	Ho incontrato i portieri , eccetto i genetisti .	0
2662	Non amo gli husky , preferisco i criceti .	1
2742	Non amo i passeri , preferisco i cani .	1
2241	Amo i granchi , ed anche i prodotti del mare .	0
3661	Amo gli aeroplani più degli enduro .	1
1067	Adoro le querce , un tipo interessante di arbusto .	0
2292	Amo i giochi da tavolo , ed anche i western .	1
2067	Apprezzo i guardaroba , ed anche il parquet .	1
248	Adoro le mele , e più specificamente il prosciutto .	0
496	Adoro le querce , eccetto i cespugli .	0
289	Adoro i granchi , e più specificamente il vitello .	0
1468	Amo i gioielli , un tipo interessante di collana .	0
3457	Non amo i guardiani , preferisco le fabbriche .	1
3421	Non amo i romanzi , preferisco i dipinti .	1
3171	Non amo i sussidiari , preferisco i western .	1
4704	Ho incontrato gli scienziati , eccetto i portieri .	0
1617	Posso capire le emozioni , un tipo interessante di amore .	0
5441	Posso capire le emozioni , ma non la saggezza .	1
4099	Amo le borsette , eccetto gli anelli .	0
4020	Amo il prosciutto più del maiale .	0
4959	Adoro i pini , ma non gli arbusti .	1
5829	Amo le betulle , e più specificamente gli alberi .	0
2631	Ho incontrato gli astronomi , ed anche i portieri .	1
5566	Amo i professori , ma non le scuole .	1
3369	Non ama l' amore , preferisce la saggezza .	1
4428	Amo gli impiegati più delle scuole .	1
4823	Amo i passeri , ma non i maiali .	1
2610	Ho incontrato i biologi , ed anche i portieri .	1
478	Si fida dei notiziari , e più specificamente dell' udito .	0
2346	Amo gli orecchini , ed anche i gioielli .	0
5003	Uso il PVC , ma non il cotone .	1
892	Amo i criceti , un tipo interessante di bobtail .	0
100	Apprezzo i guardaroba , e più specificamente i mobili .	0
1410	Amo i film , un tipo interessante di gioco da tavolo .	0
646	Ho incontrato gli uffici , e più specificamente i guardiani .	0
1003	Amo le Kawasakis , un tipo interessante di bicicletta .	0
1616	Posso capire l' amore , un tipo interessante di emozione .	1
4804	Amo i maiali , ma non le anatre .	1
4830	Amo le Harley-Davidson , ma non le moto .	0
5414	Si fida delle ricostruzioni , ma non l' udito .	1
4193	Amo le scarpe più delle collane .	1
1115	Uso il legno , un tipo interessante di nylon .	0
1491	Amo i gioielli , un tipo interessante di anello .	0
547	Posso capire la tristezza , e più specificamente la saggezza .	0
5048	Apprezzo le posate , ma non i letti .	1
2542	Amo i romanzi , ed anche i dipinti .	1
2601	Ho incontrato i biologi , ed anche gli scienziati .	0
20	Amo i pantaloni , eccetto i gioielli .	0
5040	Apprezzo i guardaroba , ma non i dipinti .	1
4800	Amo gli uccelli , ma non le anatre .	1
2010	Uso il cotone , ed anche il nylon .	1
2788	Amo i passeri , eccetto i maiali .	0
943	Amo i gatti , un tipo interessante di merlo .	0
2034	Uso il cuoio , ed anche il PVC .	1
5436	Si fida delle congetture , ma non il gusto .	1
2482	Posso capire la logica , ed anche la paura .	1
2877	Non amo gli arbusti , preferisco i pini .	1
